"Géographie";"Niveau Géo";"Activité économique";"Taille en tranches d'effectifs";"Forme légale avec versant de la fonction publique";"Mesures de Flores";Période;Valeur
"Ballainvilliers";"Commune";"Construction";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;3
"Ballainvilliers";"Commune";"Construction";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;5
"Ballainvilliers";"Commune";"Services principalement marchands";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;199
"Ballainvilliers";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Ballainvilliers";"Commune";"Services principalement marchands";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;114
"Ballainvilliers";"Commune";"Agriculture, sylviculture et pêche";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Ballainvilliers";"Commune";"Services principalement marchands";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Ballainvilliers";"Commune";"Industrie manufacturière, industries extractives et autres";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Ballainvilliers";"Commune";"Agriculture, sylviculture et pêche";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Ballainvilliers";"Commune";"Total";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;424
"Ballainvilliers";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;102
"Ballainvilliers";"Commune";"Industrie manufacturière, industries extractives et autres";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;8
"Ballainvilliers";"Commune";"Services principalement marchands";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Ballainvilliers";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;6
"Ballainvilliers";"Commune";"Total";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;15
"Ballainvilliers";"Commune";"Total";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"Ballainvilliers";"Commune";"Industrie manufacturière, industries extractives et autres";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Ballainvilliers";"Commune";"Agriculture, sylviculture et pêche";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Ballainvilliers";"Commune";"Industrie manufacturière, industries extractives et autres";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;15
"Ballainvilliers";"Commune";"Industrie manufacturière, industries extractives et autres";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Ballainvilliers";"Commune";"Industrie manufacturière, industries extractives et autres";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;50
"Ballainvilliers";"Commune";"Agriculture, sylviculture et pêche";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Ballainvilliers";"Commune";"Services principalement marchands";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;127
"Ballainvilliers";"Commune";"Industrie manufacturière, industries extractives et autres";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;19
"Ballainvilliers";"Commune";"Services principalement marchands";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;8
"Ballainvilliers";"Commune";"Industrie manufacturière, industries extractives et autres";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Ballainvilliers";"Commune";"Total";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;75
"Ballainvilliers";"Commune";"Services principalement marchands";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;260
"Ballainvilliers";"Commune";"Industrie manufacturière, industries extractives et autres";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"Ballainvilliers";"Commune";"Construction";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"Ballainvilliers";"Commune";"Agriculture, sylviculture et pêche";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Ballainvilliers";"Commune";"Total";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;163
"Ballainvilliers";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"Ballainvilliers";"Commune";"Agriculture, sylviculture et pêche";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Ballainvilliers";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Ballainvilliers";"Commune";"Total";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;2
"Ballainvilliers";"Commune";"Agriculture, sylviculture et pêche";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Ballainvilliers";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;38
"Ballainvilliers";"Commune";"Construction";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;2
"Ballainvilliers";"Commune";"Total";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;216
"Ballainvilliers";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;3
"Ballainvilliers";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"Ballainvilliers";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;424
"Ballainvilliers";"Commune";"Services principalement marchands";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;986
"Ballainvilliers";"Commune";"Construction";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;60
"Ballainvilliers";"Commune";"Total";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;22
"Ballainvilliers";"Commune";"Construction";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;365
"Ballainvilliers";"Commune";"Construction";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Ballainvilliers";"Commune";"Services principalement marchands";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;174
"Ballainvilliers";"Commune";"Total";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;258
"Ballainvilliers";"Commune";"Construction";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Ballainvilliers";"Commune";"Construction";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;22
"Ballainvilliers";"Commune";"Industrie manufacturière, industries extractives et autres";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Ballainvilliers";"Commune";"Construction";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;6
"Ballainvilliers";"Commune";"Total";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;2003
"Ballainvilliers";"Commune";"Services principalement marchands";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"Ballainvilliers";"Commune";"Agriculture, sylviculture et pêche";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Ballainvilliers";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Ballainvilliers";"Commune";"Total";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;24
"Ballainvilliers";"Commune";"Construction";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;199
